mainshock_id,mainshock_time,mainshock_lat,mainshock_lon,mainshock_mag,mainshock_depth,early_aftershock_count,early_max_mag,early_mean_mag,early_energy_sum,target_max_mag,target_time_to_max_days,advanced_early_event_count,bath_deficit,bath_early_max_mag,bath_valid,gr_b_value,gr_a_value,gr_mc,gr_n,gr_valid,productivity_index,omori_p,omori_c,omori_k,omori_nll,omori_n,omori_p_boundary_hit,omori_valid,anisotropy_major_axis_km,anisotropy_minor_axis_km,anisotropy_axis_ratio,anisotropy_azimuth_deg,anisotropy_n,anisotropy_valid,count_1h,energy_1h,count_6h,energy_6h,count_12h,energy_12h,count_24h,energy_24h,count_72h,energy_72h,etas_mu,etas_K0,etas_alpha,etas_c,etas_p,etas_nll,etas_n,etas_valid,plate_type_SUB,plate_type_OTF,plate_type_OSR,plate_type_UNK,plate_boundary_distance_km,nearest_plate_boundary_type,strike1,dip1,rake1,strike2,dip2,rake2,fault_type,fault_type_Thrust,fault_type_Normal,fault_type_Strike_Slip,fault_type_Unknown,fault_type_NF,fault_type_SS,fault_type_TF,fault_type_UNK,plunge_P,trend_P,plunge_T,trend_T,f_clvd,gcmt_time_diff_seconds,gcmt_distance_km,focal_mechanism_valid
usp0003da3,1988-02-24 03:52:03.290000+00:00,13.477,124.616,7.3,24.9,0,0.0,0.0,0.0,0.0,0.0,6,1.7000000000000002,5.6,True,0.8194235507608535,4.386375982759859,4.5,5,True,-1.595415937794371,,,,,6,False,False,13.821366790463095,5.801925726334099,2.382203330823405,126.6360678703503,6,True,0,0.0,3,16808066352146.207,4,17162879741379.783,6,33366625055224.47,6,33366625055224.47,,,,,,,6,False,1,0,0,0,83.25970342538467,SUB,153.0,20.0,80.0,343.0,70.0,94.0,Thrust,1,0,0,0,0,0,1,0,25.0,70.0,65.0,259.0,0.0137931034482758,0.59,6.570061268125715,True
usp0003dc5,1988-02-26 06:17:31.530000+00:00,-37.319,47.989,6.8,10.0,0,0.0,0.0,0.0,0.0,0.0,4,1.5,5.3,True,,,,4,False,,,,,,4,False,False,11.701608218224921,6.807157528384661,1.7190153407543831,148.19711048247706,4,True,0,0.0,1,1412537544622.7554,3,12659364048429.738,4,18282777300333.23,4,18282777300333.23,,,,,,,4,False,0,0,0,1,121.20814586448641,UNK,318.0,33.0,89.0,139.0,57.0,90.0,Thrust,1,0,0,0,0,0,1,0,12.0,228.0,78.0,50.0,-0.0674157303370786,0.13,2.6994848085603307,True
usp0003df7,1988-02-29 05:31:41.470000+00:00,55.149,167.43,6.9,33.0,0,0.0,0.0,0.0,0.0,0.0,9,1.5,5.4,True,2.285760431069742,12.127772159684728,5.0,5,True,-3.6439748146964916,1.9942417736419862,0.11036459201421626,1.0377103880095104,-15.08707618623421,9,False,True,33.77881048896052,17.166604223088395,1.9677048558927788,2.895197802201153,9,True,3,9613937881841.258,7,12789402605068.576,7,12789402605068.576,9,20910512893315.32,9,20910512893315.32,,,,,,,9,False,1,0,0,0,205.83044156087263,SUB,131.0,56.0,-173.0,38.0,84.0,-34.0,Strike-Slip,0,0,1,0,0,1,0,0,27.0,349.0,19.0,89.0,-0.1729957805907172,0.27,5.594972269720058,True
usp0003dnb,1988-03-06 22:35:38.140000+00:00,56.953,-143.032,7.8,10.0,1,6.2,6.2,125892541179417.14,0.0,0.0,20,1.5999999999999996,6.2,True,1.1898478956253495,6.060421578165379,4.0,20,True,-3.2203920077123476,1.052540578409363,0.0320096504976943,4.123661049635869,-34.792349308358375,20,False,True,33.074337469669395,17.507994825649444,1.889099111522186,11.605550520960719,20,True,5,129339193938162.92,12,130427465568074.12,13,130553358109253.55,14,130616453843701.56,20,131120621863852.48,0.7201791996007906,0.2830025596611381,0.6931679545781194,0.0320096504976943,1.052540578409363,-35.01554237339586,20,True,1,0,0,0,506.842228260792,SUB,182.0,75.0,-168.0,89.0,79.0,-15.0,Strike-Slip,0,0,1,0,0,1,0,0,18.0,45.0,2.0,136.0,-0.1767337807606264,2.34,38.15728638461336,True
usp0003ds8,1988-03-09 21:33:53.790000+00:00,-17.327,-74.154,6.0,32.3,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,10.893545662428602,SUB,122.0,36.0,-111.0,327.0,57.0,-76.0,Normal,0,1,0,0,1,0,0,0,74.0,275.0,11.0,47.0,0.1861861861861861,0.19,6.470818682097847,True
usp0003dsq,1988-03-10 06:17:23.310000+00:00,10.402,-60.587,6.7,56.2,0,0.0,0.0,0.0,0.0,0.0,18,0.9000000000000004,5.8,True,0.951009814386684,5.360534442357091,4.4,15,True,-1.011231314033692,,,,-20.472553214107926,18,False,False,33.068945152500405,13.672554830492984,2.4186368650538483,120.60129043091825,18,True,2,10761665278507.305,7,12858253015989.762,7,12858253015989.762,12,16498799716461.523,18,53402096188179.73,1.6480839105193912,0.3740226984038966,0.6481914468623226,0.05,1.0,-21.15987455051505,18,True,0,0,0,1,4.837560632057505,UNK,256.0,38.0,-67.0,48.0,56.0,-107.0,Normal,0,1,0,0,1,0,0,0,73.0,274.0,9.0,150.0,0.1145564168819982,0.31,4.732528437530064,True
usp0003duj,1988-03-11 03:44:57.100000+00:00,9.105,-82.985,6.0,22.5,0,0.0,0.0,0.0,0.0,0.0,3,1.2999999999999998,4.7,True,,,,3,False,,,,,,3,False,False,27.404147464036523,0.4688919903799139,58.444477675621314,42.53578295688283,3,True,1,177827941003.89227,1,177827941003.89227,2,885773725388.0325,2,885773725388.0325,3,974898819201.4069,,,,,,,3,False,0,0,0,1,74.45210812744014,UNK,248.0,55.0,-9.0,343.0,82.0,-145.0,Strike-Slip,0,0,1,0,0,1,0,0,30.0,211.0,18.0,110.0,-0.051628276409849,0.4,3.9067128082336864,True
usp0003e36,1988-03-18 22:51:19.630000+00:00,-3.667,146.561,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0,2,0.40000000000000036,5.8,True,,,,2,False,,,,,,2,False,False,,,,,2,False,1,31622776601683.793,2,32123963835311.062,2,32123963835311.062,2,32123963835311.062,2,32123963835311.062,,,,,,,2,False,0,0,0,1,10.61804015753181,UNK,342.0,68.0,176.0,73.0,87.0,22.0,Strike-Slip,0,0,1,0,0,1,0,0,13.0,205.0,18.0,300.0,0.1372549019607843,0.13,13.454446034875339,True
usp0003e6c,1988-03-21 23:31:21.680000+00:00,77.601,125.451,6.5,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.5,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,120.02823054800567,UNK,178.0,34.0,-73.0,339.0,58.0,-101.0,Normal,0,1,0,0,1,0,0,0,75.0,219.0,12.0,77.0,0.0319634703196347,0.08,2.22310592268991,True
usp0003e86,1988-03-23 15:50:18.290000+00:00,10.85,-43.556,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.2,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,6.840152489434077,UNK,178.0,71.0,-1.0,269.0,89.0,-161.0,Strike-Slip,0,0,1,0,0,1,0,0,14.0,135.0,13.0,42.0,0.0765550239234449,0.39,5.576877843885732,True
usp0003eaq,1988-03-25 19:36:46.470000+00:00,62.154,-124.182,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0.7999999999999998,5.4,True,,,,1,False,,,,,,1,False,False,,,,,1,False,1,7943282347242.8545,1,7943282347242.8545,1,7943282347242.8545,1,7943282347242.8545,1,7943282347242.8545,,,,,,,1,False,0,0,0,1,1663.9855570138639,UNK,170.0,39.0,101.0,336.0,52.0,81.0,Thrust,1,0,0,0,0,0,1,0,7.0,72.0,80.0,204.0,0.0739299610894941,0.07,1.1484669437031172,True
usp0003ega,1988-03-30 23:50:56.940000+00:00,-24.926,-70.461,6.2,40.9,0,0.0,0.0,0.0,0.0,0.0,0,6.2,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,116.81796535406811,SUB,337.0,12.0,90.0,157.0,78.0,90.0,Thrust,1,0,0,0,0,0,1,0,33.0,247.0,57.0,67.0,-0.1173708920187793,0.74,5.442072593574625,True
usp0003ekb,1988-04-02 14:26:29.040000+00:00,-15.447,-173.081,6.3,33.0,0,0.0,0.0,0.0,0.0,0.0,3,1.2000000000000002,5.1,True,,,,3,False,,,,,,3,False,False,29.689708859326316,7.02686264805098,4.225172789959294,70.0419059595943,3,True,2,3407799859591.638,2,3407799859591.638,3,6226182790856.088,3,6226182790856.088,3,6226182790856.088,,,,,,,3,False,1,0,0,0,58.732810517907126,SUB,154.0,19.0,70.0,355.0,72.0,97.0,Thrust,1,0,0,0,0,0,1,0,27.0,80.0,62.0,276.0,-0.0789473684210526,6.96,7.31062499109984,True
usp0003em3,1988-04-03 01:33:05.850000+00:00,49.917,78.945,6.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,2421.2909170846533,UNK,,,,,,,Unknown,0,0,0,1,0,0,0,1,,,,,,,,False
usp0003enw,1988-04-04 15:43:04.030000+00:00,30.399,131.084,6.0,39.3,0,0.0,0.0,0.0,0.0,0.0,1,0.7999999999999998,5.2,True,,,,1,False,,,,,,1,False,False,,,,,1,False,1,3981071705534.9854,1,3981071705534.9854,1,3981071705534.9854,1,3981071705534.9854,1,3981071705534.9854,,,,,,,1,False,1,0,0,0,133.10295970416973,SUB,163.0,27.0,30.0,46.0,77.0,114.0,Strike-Slip,0,0,1,0,0,1,0,0,28.0,117.0,52.0,344.0,0.0925373134328358,0.63,12.126345356693802,True
usp0003euf,1988-04-08 23:13:24.140000+00:00,-3.409,145.697,6.4,32.3,1,6.1,6.1,89125093813374.4,0.0,0.0,1,0.3000000000000007,6.1,True,,,,1,False,,,,,,1,False,False,,,,,1,False,1,89125093813374.4,1,89125093813374.4,1,89125093813374.4,1,89125093813374.4,1,89125093813374.4,,,,,,,1,False,0,0,0,1,7.806365234452093,UNK,271.0,74.0,-1.0,1.0,89.0,-164.0,Strike-Slip,0,0,1,0,0,1,0,0,12.0,228.0,11.0,135.0,-0.097457627118644,0.04,1.756049245311724,True
usp0003ezg,1988-04-12 23:19:55.570000+00:00,-17.192,-72.305,7.1,33.1,1,6.2,6.2,125892541179417.14,0.0,0.0,11,0.8999999999999995,6.2,True,1.0423067565678037,6.061545616621563,4.9,9,True,-1.3388323550098429,1.5369219841233297,0.0933367598180755,1.9509054654018028,-15.619285641688023,11,False,True,24.420020690494404,10.1068171376511,2.416192987159338,51.84505658648618,11,True,2,11924354052777.84,6,145852846028721.22,8,158485568116363.62,9,159898105660986.38,11,163424434376634.94,1.0000000000000004e-06,0.1397332384779147,0.7125171749858181,0.0933367598180755,1.5369219841233297,-15.61928528068583,11,True,1,0,0,0,126.97495077143908,SUB,322.0,11.0,87.0,145.0,79.0,91.0,Thrust,1,0,0,0,0,0,1,0,34.0,235.0,56.0,56.0,-0.0125523012552301,1.73,17.445498677993783,True
usp0003f3p,1988-04-17 05:11:34.650000+00:00,-58.428,-25.066,6.3,33.0,0,0.0,0.0,0.0,0.0,0.0,2,1.2999999999999998,5.0,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,2,2703208099353.023,2,2703208099353.023,2,2703208099353.023,2,2703208099353.023,,,,,,,2,False,1,0,0,0,131.69904366844665,SUB,174.0,28.0,93.0,350.0,62.0,88.0,Thrust,1,0,0,0,0,0,1,0,17.0,82.0,73.0,256.0,0.0072202166064981,0.15,6.14052418834995,True
usp0003fbn,1988-04-25 10:10:33.830000+00:00,-7.791,158.255,6.3,44.3,0,0.0,0.0,0.0,0.0,0.0,2,1.5,4.8,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,0,0.0,1,1000000000000.0,1,1000000000000.0,2,1501187233627.2715,,,,,,,2,False,1,0,0,0,152.27737351411963,SUB,218.0,40.0,-140.0,95.0,66.0,-58.0,Strike-Slip,0,0,1,0,0,1,0,0,57.0,48.0,15.0,162.0,0.0166666666666666,2.57,1.1423354142819961,True
usp0003fmu,1988-05-03 23:22:07.680000+00:00,-22.774,170.278,6.1,10.8,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,9.935608322459103,SUB,129.0,30.0,-68.0,284.0,63.0,-102.0,Normal,0,1,0,0,1,0,0,0,70.0,169.0,17.0,23.0,-0.0769230769230769,3.22,4.9257547679920135,True
usp0003fmx,1988-05-04 00:57:06.830000+00:00,49.928,78.769,6.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,2417.3408981793646,UNK,,,,,,,Unknown,0,0,0,1,0,0,0,1,,,,,,,,False
usp0003fpb,1988-05-05 10:04:14.050000+00:00,-26.867,-113.268,6.3,10.0,1,6.1,6.1,89125093813374.4,0.0,0.0,1,0.20000000000000018,6.1,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,1,89125093813374.4,1,89125093813374.4,,,,,,,1,False,0,0,0,1,5.820638866785551,UNK,110.0,77.0,-174.0,19.0,84.0,-13.0,Strike-Slip,0,0,1,0,0,1,0,0,13.0,334.0,5.0,65.0,-0.0028571428571428,0.55,13.009661885259883,True
usp0003g0p,1988-05-16 23:07:36.610000+00:00,-13.941,166.335,6.1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,15.556325797068789,SUB,180.0,30.0,-115.0,28.0,63.0,-76.0,Normal,0,1,0,0,1,0,0,0,69.0,325.0,17.0,108.0,0.2428571428571428,4.59,10.816984166439275,True
usp0003g1d,1988-05-17 14:25:53.070000+00:00,-11.401,170.658,6.2,30.1,0,0.0,0.0,0.0,0.0,0.0,0,6.2,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,282.00161078637564,UNK,248.0,59.0,-27.0,353.0,67.0,-146.0,Strike-Slip,0,0,1,0,0,1,0,0,40.0,213.0,5.0,119.0,0.3003802281368821,3.83,11.08570747833279,True
usp0003g4r,1988-05-20 14:58:43.530000+00:00,8.116,-38.413,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,3.5341336362304383,UNK,178.0,82.0,8.0,87.0,82.0,172.0,Strike-Slip,0,0,1,0,0,1,0,0,0.0,133.0,11.0,43.0,0.064,0.13,5.056887363132693,True
usp0003g5z,1988-05-21 14:28:39.790000+00:00,-32.833,-71.704,6.1,42.1,0,0.0,0.0,0.0,0.0,0.0,1,1.5,4.6,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,1,0,0,0,130.8492921293236,SUB,64.0,4.0,159.0,175.0,89.0,87.0,Strike-Slip,0,0,1,0,0,1,0,0,44.0,268.0,46.0,81.0,0.0842105263157894,0.49,7.657120968734706,True
usp0003g7y,1988-05-22 09:39:55.980000+00:00,53.619,-163.267,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,2,1.5,4.5,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,2,709626778467.1521,2,709626778467.1521,2,709626778467.1521,2,709626778467.1521,,,,,,,2,False,1,0,0,0,79.64311572300457,SUB,226.0,19.0,72.0,65.0,72.0,96.0,Thrust,1,0,0,0,0,0,1,0,27.0,150.0,62.0,344.0,-0.1838074398249452,0.22,9.045626330327435,True
usp0003gwh,1988-06-11 12:17:27.040000+00:00,-14.994,-173.469,6.3,35.7,0,0.0,0.0,0.0,0.0,0.0,0,6.3,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,40.59931292767006,SUB,202.0,16.0,-164.0,97.0,86.0,-74.0,Strike-Slip,0,0,1,0,0,1,0,0,47.0,23.0,39.0,172.0,0.1395348837209302,1.36,24.310170949844075,True
usp0003gxk,1988-06-12 13:39:37.460000+00:00,-10.747,165.171,6.5,14.4,0,0.0,0.0,0.0,0.0,0.0,15,0.7999999999999998,5.7,True,1.8882368778402363,10.063537013633134,4.8,10,True,-2.210002692328402,,,,-18.047348014669083,15,False,False,23.3008601902297,10.754854587770975,2.1665434897394533,59.98690612750296,15,True,1,707945784384.1403,8,29129365277324.527,10,30837311061708.668,10,30837311061708.668,15,40640612792091.24,2.1911748712294535e-06,0.16559184954376155,0.9664512784945444,0.05,1.0,-18.04597471640995,15,True,1,0,0,0,59.46736611964979,SUB,305.0,28.0,30.0,189.0,76.0,115.0,Strike-Slip,0,0,1,0,0,1,0,0,27.0,259.0,52.0,128.0,-0.3469387755102041,2.54,4.215753195327564,True
usp0003h35,1988-06-18 22:49:42.370000+00:00,26.856,-110.996,6.7,10.0,0,0.0,0.0,0.0,0.0,0.0,3,2.2,4.5,True,,,,3,False,,,,,,3,False,False,20.863782885793935,4.088785112381916,5.102685103849776,177.82061272173763,3,True,0,0.0,1,251188643150.95822,1,251188643150.95822,1,251188643150.95822,3,857190675535.4924,,,,,,,3,False,0,0,0,1,28.90776753353544,UNK,38.0,78.0,-10.0,130.0,81.0,-168.0,Strike-Slip,0,0,1,0,0,1,0,0,15.0,354.0,2.0,263.0,-0.1836734693877551,0.33,9.027082688858188,True
usp0003h43,1988-06-19 20:19:52.690000+00:00,12.376,121.067,6.2,16.7,0,0.0,0.0,0.0,0.0,0.0,5,0.6000000000000005,5.6,True,0.6893563204813532,3.732137814453973,4.4,5,True,-0.5418713725304172,,,,,5,False,False,19.152727965326513,2.9283120383057386,6.54053520075268,21.492863651611657,5,True,1,7943282347242.8545,2,9938544662211.738,3,10293358051445.314,5,26393478619207.383,5,26393478619207.383,,,,,,,5,False,0,0,0,1,391.9482049525321,UNK,32.0,67.0,-168.0,297.0,79.0,-24.0,Strike-Slip,0,0,1,0,0,1,0,0,25.0,252.0,8.0,346.0,0.2268041237113402,0.31,13.03015091385507,True
usp0003hc7,1988-06-27 06:07:50.860000+00:00,-20.237,169.373,6.0,65.7,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,107.44275328949988,SUB,126.0,18.0,4.0,32.0,89.0,108.0,Strike-Slip,0,0,1,0,0,1,0,0,41.0,105.0,43.0,320.0,0.1152694610778443,0.94,5.3650020454693,True
usp0003hdy,1988-06-28 16:40:19.040000+00:00,-56.432,147.147,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,36.42023507539868,UNK,78.0,74.0,174.0,169.0,84.0,16.0,Strike-Slip,0,0,1,0,0,1,0,0,7.0,303.0,16.0,34.0,0.2366412213740457,0.06,2.453236135981652,True
usp0003hjb,1988-07-03 11:43:12.670000+00:00,8.919,137.896,6.6,14.6,0,0.0,0.0,0.0,0.0,0.0,1,2.1999999999999993,4.4,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,1,251188643150.95822,1,251188643150.95822,,,,,,,1,False,0,0,0,1,27.62955437612538,UNK,33.0,35.0,80.0,225.0,56.0,97.0,Thrust,1,0,0,0,0,0,1,0,11.0,310.0,78.0,158.0,-0.0856643356643356,2.23,2.3760732661108026,True
usp0003hm4,1988-07-05 20:32:07.200000+00:00,-5.964,148.78,6.8,53.4,0,0.0,0.0,0.0,0.0,0.0,3,1.2000000000000002,5.6,True,,,,3,False,,,,,,3,False,False,6.202392667640364,0.14766674891415396,42.0026357541475,73.50893281418223,3,True,0,0.0,1,15848931924611.11,2,16556877708995.25,2,16556877708995.25,3,20537949414530.234,,,,,,,3,False,1,0,0,0,133.62884667860362,SUB,264.0,39.0,82.0,94.0,51.0,97.0,Thrust,1,0,0,0,0,0,1,0,6.0,179.0,82.0,42.0,-0.0992907801418439,4.6,26.92217207807536,True
usp0003hnb,1988-07-06 15:54:19.140000+00:00,41.744,144.199,6.3,30.1,0,0.0,0.0,0.0,0.0,0.0,4,0.7999999999999998,5.5,True,,,,4,False,,,,,,4,False,False,23.524143785941774,2.2932970358156983,10.25778319099188,130.7763956992726,4,True,2,6623413251903.491,3,17843597794923.145,3,17843597794923.145,4,18551543579307.285,4,18551543579307.285,,,,,,,4,False,1,0,0,0,113.84720774561815,SUB,232.0,21.0,118.0,22.0,71.0,80.0,Thrust,1,0,0,0,0,0,1,0,26.0,120.0,62.0,276.0,0.0358565737051792,1.66,10.444882845048168,True
usp0003hs0,1988-07-11 00:12:35.330000+00:00,5.368,126.612,6.0,66.9,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,99.33926749206273,SUB,256.0,44.0,167.0,355.0,81.0,47.0,Strike-Slip,0,0,1,0,0,1,0,0,24.0,117.0,38.0,227.0,-0.4185792349726775,0.03,8.34985789206301,True
usp0003hyw,1988-07-18 13:22:11.230000+00:00,54.601,168.487,6.0,23.2,0,0.0,0.0,0.0,0.0,0.0,1,1.5999999999999996,4.4,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,251188643150.95822,,,,,,,1,False,1,0,0,0,177.51044006336855,SUB,134.0,65.0,-178.0,43.0,88.0,-25.0,Strike-Slip,0,0,1,0,0,1,0,0,19.0,356.0,16.0,91.0,0.120388349514563,1.67,12.121783163542517,True
usp0003j4p,1988-07-23 14:25:36.770000+00:00,-22.127,174.9,6.6,18.5,0,0.0,0.0,0.0,0.0,0.0,3,1.1999999999999993,5.4,True,,,,3,False,,,,,,3,False,False,13.94914918687209,1.158613237152096,12.039521679520503,4.224179700037354,3,True,1,7943282347242.8545,1,7943282347242.8545,2,8943282347242.855,3,16886564694485.71,3,16886564694485.71,,,,,,,3,False,0,0,0,1,15.912275741919235,UNK,235.0,43.0,8.0,139.0,84.0,133.0,Strike-Slip,0,0,1,0,0,1,0,0,26.0,197.0,36.0,86.0,-0.1033653846153846,2.13,2.5165919482288808,True
usp0003j4t,1988-07-23 15:17:08.180000+00:00,-6.526,152.779,7.0,16.6,0,0.0,0.0,0.0,0.0,0.0,12,1.4000000000000004,5.6,True,0.9390150960070303,5.316460938224986,4.7,8,True,-1.256644733824226,,,,-10.2898812914028,12,False,False,18.726022500404994,11.349881688320979,1.6498870221417428,95.5395729985223,12,True,0,0.0,5,21308990933362.395,7,25415955180076.797,9,31394181821213.867,12,38681321260891.08,0.5126689461330773,0.26860387047311535,0.7253647980554275,0.05,1.0,-10.419082006371307,12,True,1,0,0,0,93.75110313683781,SUB,97.0,43.0,-125.0,321.0,56.0,-61.0,Normal,0,1,0,0,1,0,0,0,66.0,286.0,7.0,31.0,-0.1561461794019933,2.52,2.847870893011231,True
usp0003j6r,1988-07-25 06:46:06.690000+00:00,-6.081,133.667,7.0,27.7,0,0.0,0.0,0.0,0.0,0.0,2,2.8,4.2,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,1,125892541179.41713,1,125892541179.41713,1,125892541179.41713,2,188988275627.43655,,,,,,,2,False,0,0,0,1,13.43048401401465,UNK,29.0,35.0,-83.0,201.0,55.0,-95.0,Normal,0,1,0,0,1,0,0,0,79.0,93.0,10.0,294.0,-0.0693430656934306,0.11,8.205232058043995,True
usp0003jf5,1988-07-31 12:50:07.760000+00:00,-22.212,171.082,6.6,55.5,0,0.0,0.0,0.0,0.0,0.0,0,6.6,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,92.45363111033656,SUB,94.0,70.0,10.0,1.0,80.0,160.0,Strike-Slip,0,0,1,0,0,1,0,0,7.0,49.0,21.0,316.0,0.3265306122448979,3.24,6.819198510261599,True
usp0003jq4,1988-08-06 06:26:55.640000+00:00,-7.136,151.057,6.1,25.1,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,64.26327740144002,SUB,267.0,48.0,135.0,31.0,58.0,52.0,Thrust,1,0,0,0,0,0,1,0,6.0,147.0,58.0,247.0,0.125,1.46,4.369030431130039,True
usp0003jtm,1988-08-10 04:38:26.170000+00:00,-10.366,160.819,7.6,34.0,1,6.6,6.6,501187233627271.44,0.0,0.0,26,1.0,6.6,True,0.9441184389201109,5.738386658588503,4.7,20,True,-1.4369134772043397,1.0560084141538781,0.060273868988739085,6.301430305334753,-47.04052141796389,26,False,True,35.520575030309516,22.696389857417977,1.5650319391522147,127.24959163703807,26,True,5,50897896030098.14,10,573416320521143.0,16,584940407858555.0,21,607193350515026.1,26,610648859403223.9,0.010257987630991556,0.23216650707000472,0.8048491541276488,0.060273868988739085,1.0560084141538781,-47.04098067785704,26,True,1,0,0,0,45.831055542253836,SUB,346.0,19.0,116.0,138.0,73.0,81.0,Thrust,1,0,0,0,0,0,1,0,28.0,235.0,61.0,35.0,0.0461538461538461,0.33,18.155926799776786,True
usp0003ju8,1988-08-10 11:46:46.680000+00:00,-28.194,-112.648,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,33.47755286125169,UNK,253.0,47.0,42.0,131.0,61.0,128.0,Strike-Slip,0,0,1,0,0,1,0,0,8.0,195.0,56.0,93.0,-0.0900621118012422,0.12,5.3467507431934465,True
usp0003jvv,1988-08-11 13:29:20.600000+00:00,-18.062,65.418,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.2,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,22.143573788902163,UNK,57.0,72.0,-4.0,148.0,86.0,-162.0,Strike-Slip,0,0,1,0,0,1,0,0,15.0,14.0,10.0,281.0,0.0772058823529411,0.3,4.62865394750814,True
